Vehicle_ID,RSU_ID,Road_Segment_ID,Time_Slot,Area_Type,Road_Type,Weather_Condition,Traffic_Density_Level,Vehicle_Speed_kmph,Vehicle_Acceleration_mps2,Vehicle_Direction_Change_deg,Inter_Vehicle_Distance_m,Vehicle_Density_per_km,Queue_Length,Avg_Stop_Time_s,Roadside_Unit_Load_pct,Edge_Server_Load_pct,Available_Bandwidth_Mbps,Channel_Gain_dB,Signal_Strength_dBm,SNR_dB,Packet_Size_KB,Packet_Generation_Rate_pps,Transmission_Power_mW,Receiving_Power_mW,Idle_Power_mW,Battery_Level_pct,Energy_Consumed_mJ,Residual_Energy_mJ,Hop_Count,Link_Stability_Index,Connection_Duration_s,Handover_Count,Neighbor_Node_Count,Road_Obstruction_Flag,Line_of_Sight_Flag,Attack_Alert_Flag,Data_Sensitivity_Level,QoS_Priority_Class,Sensor_Message_Count,Traffic_Camera_Message_Count,Roadside_Event_Message_Count,Local_Computation_Load_pct,Update_Payload_Size_KB,Processing_Delay_ms,Queueing_Delay_ms,Propagation_Delay_ms,End_to_End_Latency_ms,Jitter_ms,Routing_Overhead_packets,Control_Message_Count,Packet_Loss_Rate_pct,Packet_Delivery_Ratio_pct,Throughput_Mbps,Route_Change_Count,Route_Stability_Index,Resource_Utilization_pct,Network_Lifetime_Score,Privacy_Risk_Score,Communication_Reliability_Score,Energy_Efficiency_Score,target_transmission_category
VEH_01479,RSU_0003,SEG_0025,Morning_Peak,Highway,Flyover,Rainy,Low,121.75,2.176,14.43,69.72,36.36,4,15.16,29.46,69.62,125.0,-101.32,-84.82,16.86,32.98,63.68,478.19,223.12,43.86,80.3,53.215,3402.183,4,0.2275,2.0,4,9,0,1,0,High,High_Priority,36.82,35.84,7.71,34.93,159.66,21.05,4.558,7.449,44.307,6.475,33.66,32.11,5.567,90.542,107.962,1,0.3016,51.68,61.887,53.985,51.12,32.115,Poor_Transmission
VEH_00776,RSU_0174,SEG_0316,Evening_Peak,Industrial,Straight_Road,Clear,Medium,31.33,0.83,19.21,44.66,36.12,8,19.31,35.82,76.17,125.43,-56.7,-59.13,32.88,33.86,64.48,339.8,135.57,50.49,61.38,47.695,2619.056,11,0.7269,36.8,2,10,0,1,0,Medium,Background,98.07,53.66,23.67,34.64,219.38,18.199,10.563,14.913,56.542,9.295,62.4,34.13,2.817,96.484,105.934,3,0.7761,54.14,63.297,43.206,77.121,32.404,Efficient_Transmission
VEH_00035,RSU_0068,SEG_0571,Morning_Peak,Industrial,Intersection,Clear,Very_High,5.0,1.734,2.68,42.6,77.84,9,30.22,70.85,96.57,45.48,-67.78,-35.89,27.37,53.01,103.04,248.19,160.4,31.56,76.62,64.066,3122.39,7,0.9264,43.22,1,22,0,0,0,Low,Emergency,211.83,109.7,44.33,69.21,298.93,44.525,21.562,10.231,82.599,9.421,49.72,58.58,4.03,95.513,32.631,2,0.99,79.55,70.138,33.523,85.808,23.332,Efficient_Transmission
VEH_02254,RSU_0025,SEG_0276,Morning_Peak,Urban,Straight_Road,Clear,Medium,49.36,1.892,20.46,57.86,28.07,5,10.73,43.61,51.51,86.2,-53.27,-60.11,31.49,4.89,49.16,184.03,186.61,36.7,82.32,31.57,3462.604,4,0.5935,26.86,0,17,0,0,0,High,Standard,65.55,56.58,22.11,61.14,175.92,22.318,11.187,8.341,44.605,12.258,33.32,32.33,4.815,95.144,74.871,2,0.7386,52.48,77.327,69.192,67.753,41.221,Efficient_Transmission
VEH_01956,RSU_0179,SEG_0389,Evening_Peak,Smart_City_Zone,Straight_Road,Clear,Medium,65.2,1.884,14.97,75.66,55.58,8,9.32,35.56,22.17,105.5,-54.36,-62.85,45.0,32.38,60.91,217.6,160.23,53.14,47.15,26.613,2021.136,1,0.7608,34.57,0,14,0,1,0,Medium,Emergency,103.2,85.98,34.2,37.41,123.8,10.694,15.796,9.637,39.549,6.62,22.36,25.74,0.1,98.691,101.256,3,0.915,37.0,55.762,45.437,82.977,40.406,Highly_Efficient_Secure_Transmission
VEH_01586,RSU_0141,SEG_0444,Evening_Peak,Urban,Curved_Road,Clear,High,25.65,2.036,11.94,15.48,54.25,8,21.29,88.8,73.17,57.25,-63.51,-67.89,34.93,54.33,87.36,207.86,146.33,66.52,68.97,43.138,2856.349,6,0.7757,24.23,0,10,0,1,0,High,Standard,137.67,93.73,12.67,67.32,258.7,37.46,22.576,11.562,71.428,8.189,30.88,34.62,0.1,99.093,48.657,2,0.8386,77.89,64.256,69.589,86.025,34.763,Efficient_Transmission
VEH_01022,RSU_0231,SEG_0427,Night,Highway,Straight_Road,Clear,Very_High,45.55,0.949,8.79,48.52,70.21,13,32.07,81.81,77.07,58.71,-59.31,-74.53,27.73,56.97,153.09,229.19,129.04,73.15,51.49,63.985,1971.22,7,0.7145,42.53,1,26,0,0,0,High,High_Priority,170.88,108.12,37.54,92.89,302.91,28.061,24.2,10.251,62.722,10.097,67.21,79.41,5.827,92.926,44.277,0,0.8272,85.95,45.97,66.247,70.111,15.09,Poor_Transmission
VEH_01130,RSU_0044,SEG_0057,Evening_Peak,Smart_City_Zone,Intersection,Clear,Low,72.53,1.164,37.32,68.68,36.24,10,7.94,23.84,62.73,120.82,-66.28,-71.43,33.19,41.51,57.02,345.2,119.89,19.22,57.53,54.436,2401.949,2,0.5088,27.18,2,4,0,0,0,Medium,Standard,110.15,40.04,23.91,30.14,65.23,24.859,11.21,6.38,54.711,8.084,22.78,22.41,0.416,98.198,106.282,1,0.6403,44.42,52.359,39.943,68.249,26.24,Moderate_Transmission
VEH_01501,RSU_0163,SEG_0566,Evening_Peak,Urban,Flyover,Foggy,Low,68.35,2.443,6.69,67.54,30.62,3,12.47,30.03,64.93,120.95,-93.3,-102.23,17.31,39.07,67.27,421.61,211.88,25.99,77.24,58.258,3250.081,1,0.5534,21.4,3,11,0,1,0,Critical,Standard,115.44,40.58,22.63,36.84,102.62,33.074,19.25,3.396,60.335,10.825,39.14,30.17,6.279,93.392,108.951,1,0.657,42.79,67.677,71.923,65.916,30.435,Moderate_Transmission
VEH_00703,RSU_0055,SEG_0368,Evening_Peak,Highway,Straight_Road,Cloudy,Low,127.43,1.239,12.62,80.35,50.02,9,16.61,34.88,37.1,143.54,-69.13,-60.1,35.76,17.77,43.78,286.59,145.32,70.67,77.03,37.927,3465.551,4,0.5741,16.62,1,7,1,0,0,Medium,Emergency,66.22,8.9,41.18,56.68,135.3,27.482,16.861,7.368,63.169,7.785,38.84,39.07,3.697,94.623,130.973,3,0.6046,34.71,74.659,37.864,70.357,42.353,Efficient_Transmission
VEH_02450,RSU_0215,SEG_0342,Early_Morning,Highway,Straight_Road,Clear,Low,130.0,0.523,10.31,62.67,30.93,6,24.92,26.28,50.65,152.12,-62.7,-68.3,24.51,25.1,98.17,290.03,93.23,54.52,59.74,46.24,2448.701,3,0.2969,22.91,3,12,1,0,0,High,High_Priority,93.62,43.54,1.0,56.88,124.94,18.596,15.06,9.33,56.478,6.791,34.25,23.54,5.616,93.085,134.378,1,0.3708,40.85,42.709,59.354,52.022,36.383,Poor_Transmission
VEH_01580,RSU_0137,SEG_0304,Evening_Peak,Highway,Tunnel,Clear,Medium,90.12,0.997,9.28,49.61,50.17,11,10.05,11.5,13.79,103.77,-48.83,-55.77,28.55,56.75,87.0,194.76,165.19,43.07,84.9,23.659,3606.949,3,0.5478,8.63,2,15,1,0,0,High,High_Priority,138.75,55.71,22.94,52.06,209.01,15.446,17.765,8.413,56.403,4.476,19.88,18.33,0.873,99.679,101.193,0,0.6903,20.66,81.518,68.291,73.131,54.136,Highly_Efficient_Secure_Transmission
VEH_00162,RSU_0130,SEG_0374,Evening_Peak,Industrial,Straight_Road,Cloudy,Medium,33.66,2.989,14.92,62.13,50.6,5,26.04,35.4,34.2,55.38,-84.36,-64.8,29.55,63.85,55.79,364.37,144.28,35.1,86.11,39.934,3663.143,1,0.7957,32.01,0,16,0,1,0,Medium,Standard,113.64,44.92,23.39,42.12,228.36,23.267,19.51,3.536,49.238,5.812,26.9,50.36,1.154,99.02,46.78,2,0.9236,42.41,85.356,30.422,84.093,35.527,Highly_Efficient_Secure_Transmission
VEH_00202,RSU_0189,SEG_0112,Early_Morning,Highway,Curved_Road,Rainy,Medium,79.93,1.21,36.56,48.58,45.42,5,21.06,67.06,41.34,105.29,-92.29,-72.53,16.56,40.2,57.99,222.05,162.6,49.23,70.9,40.003,3109.069,1,0.2656,13.3,5,19,0,1,0,Medium,Emergency,77.52,37.52,23.93,43.25,149.8,21.141,15.388,4.056,62.788,10.125,33.04,44.29,6.642,92.529,95.095,5,0.2322,55.37,52.021,36.865,47.32,40.748,Poor_Transmission
VEH_01982,RSU_0246,SEG_0006,Midday,Industrial,Intersection,Clear,Medium,37.11,0.787,25.81,46.53,37.11,3,29.89,86.55,41.49,115.78,-65.5,-58.15,25.62,35.71,93.0,208.53,187.67,34.15,56.66,40.026,2418.383,1,0.6701,20.76,0,11,0,1,0,High,High_Priority,130.09,33.46,30.14,59.41,250.02,22.02,24.43,6.202,59.095,10.834,15.53,23.49,2.405,96.81,104.649,0,0.8683,59.86,60.642,72.64,76.463,35.104,Efficient_Transmission
VEH_00996,RSU_0041,SEG_0279,Early_Morning,Urban,Tunnel,Foggy,Medium,57.28,1.532,52.52,46.51,22.21,9,9.61,59.1,48.14,102.15,-103.05,-94.09,14.11,49.01,53.65,319.66,178.61,45.59,53.6,35.975,2214.626,1,0.2926,12.71,1,7,1,1,0,Medium,Background,94.85,52.54,11.27,58.2,271.67,26.744,17.419,5.075,56.86,10.463,25.35,27.4,6.432,92.992,93.787,5,0.2496,62.78,37.477,47.765,48.778,36.712,Poor_Transmission
VEH_02318,RSU_0172,SEG_0382,Evening_Peak,Urban,Multi_Lane_Road,Clear,Very_High,25.5,1.762,12.77,38.59,83.07,9,33.69,83.06,85.58,60.85,-63.77,-51.63,37.11,38.03,125.96,160.43,110.82,50.65,69.23,62.05,2868.524,4,0.9047,32.55,1,16,0,1,0,Medium,High_Priority,184.1,65.83,39.8,65.31,243.29,41.728,21.929,8.992,72.77,17.441,46.83,41.04,0.562,98.243,45.735,5,0.99,73.06,69.26,53.655,84.877,22.773,Efficient_Transmission
VEH_00816,RSU_0064,SEG_0013,Midday,Suburban,Flyover,Rainy,Low,85.99,2.37,66.49,58.88,23.38,2,14.89,30.52,35.96,120.19,-102.73,-89.86,21.53,42.44,84.81,428.5,207.54,57.6,49.07,43.776,2045.314,3,0.2153,7.32,1,13,0,0,0,High,Background,71.61,48.29,25.52,20.79,102.38,19.491,10.314,8.686,43.856,10.423,25.86,23.07,3.816,96.006,114.168,2,0.3119,25.68,42.259,62.398,47.605,32.014,Poor_Transmission
VEH_00456,RSU_0031,SEG_0303,Night,Highway,Straight_Road,Windy,Medium,74.28,2.42,25.05,64.07,65.1,10,10.31,58.26,72.31,95.4,-90.61,-75.14,27.75,40.83,118.96,410.6,130.69,25.07,91.61,59.753,3961.469,5,0.5833,31.9,1,8,0,0,0,Low,High_Priority,119.89,66.09,44.18,82.23,190.57,21.579,16.178,13.398,54.132,8.521,42.2,39.28,1.078,98.359,85.005,3,0.6891,73.19,79.386,33.677,74.19,34.507,Efficient_Transmission
VEH_01276,RSU_0236,SEG_0556,Morning_Peak,Urban,Flyover,Clear,Medium,50.58,3.19,5.01,80.39,38.81,9,20.21,53.11,55.93,80.99,-61.95,-52.98,30.65,33.36,125.6,184.59,52.72,37.81,63.33,39.996,2646.127,5,0.7337,27.49,0,12,0,0,0,Low,Standard,104.27,37.2,31.35,42.03,193.83,28.303,12.487,11.108,55.274,6.948,30.47,52.06,3.774,95.543,75.711,1,0.8589,50.84,62.713,23.665,82.733,31.651,Efficient_Transmission
VEH_01017,RSU_0047,SEG_0160,Evening_Peak,Highway,Straight_Road,Windy,Medium,81.24,2.528,5.61,55.04,57.69,17,0.88,49.41,56.4,82.21,-80.22,-80.96,20.66,47.12,51.89,236.76,146.89,36.33,21.11,41.304,865.553,1,0.4369,15.92,3,15,1,1,0,Low,Standard,132.36,61.4,22.94,27.8,142.88,11.355,10.611,5.494,41.311,10.198,41.44,42.33,7.178,91.551,67.788,1,0.5043,47.16,18.617,24.554,58.953,19.419,Poor_Transmission
VEH_02344,RSU_0130,SEG_0154,Morning_Peak,Suburban,Straight_Road,Clear,High,49.31,2.01,22.26,47.53,59.8,6,29.24,90.81,71.63,100.35,-62.1,-56.07,31.18,33.27,87.37,184.28,106.45,84.02,37.25,42.896,1528.732,4,0.7219,31.12,0,16,0,1,0,Medium,High_Priority,144.8,71.0,16.32,59.32,326.96,27.309,19.144,11.447,61.655,11.886,38.88,45.55,1.616,97.268,90.15,1,0.8389,77.2,42.547,44.985,75.093,30.133,Moderate_Transmission
VEH_00338,RSU_0096,SEG_0181,Evening_Peak,Industrial,Intersection,Rainy,High,30.0,5.038,8.79,45.48,74.33,12,18.17,74.16,63.44,72.73,-104.11,-100.51,19.64,40.83,92.89,344.91,188.36,33.81,75.21,51.459,3177.418,5,0.6305,22.32,1,16,0,1,0,High,High_Priority,93.0,74.54,33.87,40.22,257.97,15.037,18.91,9.781,46.973,12.133,49.06,43.86,6.625,91.449,56.318,2,0.6873,66.41,65.26,66.946,63.877,25.65,Moderate_Transmission
VEH_00879,RSU_0210,SEG_0526,Evening_Peak,Urban,Flyover,Rainy,Medium,55.18,2.52,38.41,43.8,48.79,6,25.64,45.25,57.14,87.58,-96.33,-93.52,22.4,15.28,117.74,395.88,163.6,77.93,45.25,51.018,1752.478,2,0.4007,10.07,0,15,0,0,0,High,High_Priority,125.27,55.29,50.75,52.4,310.72,17.235,24.633,5.767,49.169,8.014,37.91,26.86,4.264,96.087,73.568,2,0.4818,53.96,38.96,78.826,58.248,24.503,Poor_Transmission
VEH_01077,RSU_0077,SEG_0180,Evening_Peak,Highway,Straight_Road,Cloudy,Very_High,51.09,1.267,11.1,38.17,76.8,15,41.57,79.2,94.56,57.91,-72.5,-73.07,19.66,42.58,133.57,274.36,140.08,49.97,83.88,59.496,3491.778,4,0.6011,24.99,0,22,0,1,1,Critical,High_Priority,163.33,133.85,43.0,80.14,284.4,25.564,28.798,11.505,72.611,12.381,42.34,55.77,10.185,87.568,39.544,1,0.6479,84.93,66.619,96.564,59.283,23.653,Poor_Transmission
VEH_00792,RSU_0110,SEG_0377,Evening_Peak,Highway,Straight_Road,Clear,High,67.46,1.141,21.12,44.98,46.94,7,30.3,72.31,53.19,77.82,-75.19,-54.88,27.34,47.08,46.83,293.71,138.95,54.88,71.41,39.737,3022.544,4,0.5578,30.29,1,21,0,0,0,Low,Standard,161.97,79.83,42.32,61.91,198.72,24.018,28.297,8.895,65.538,6.649,33.38,39.08,1.406,98.433,69.339,6,0.5677,64.88,60.404,38.537,70.05,33.047,Moderate_Transmission
VEH_02265,RSU_0069,SEG_0168,Evening_Peak,Smart_City_Zone,Tunnel,Rainy,Low,76.61,3.123,42.82,94.6,41.35,6,19.13,19.94,16.01,105.22,-96.32,-76.56,18.97,43.43,53.48,346.6,201.09,40.27,86.31,27.887,3745.836,1,0.3399,24.94,1,6,0,1,0,High,Standard,85.76,32.34,22.89,46.51,81.78,17.412,19.423,3.35,48.778,7.68,24.02,29.14,4.224,93.699,96.192,1,0.4585,24.19,77.199,62.669,59.683,44.011,Moderate_Transmission
VEH_00764,RSU_0058,SEG_0214,Early_Morning,Highway,Multi_Lane_Road,Cloudy,Medium,87.08,0.536,40.87,57.97,54.29,12,10.36,43.25,66.7,109.12,-69.04,-59.25,11.23,45.12,82.22,243.49,146.61,56.27,71.49,48.494,3041.623,5,0.2726,3.75,2,17,0,1,1,Medium,Background,99.65,62.16,24.95,52.12,216.3,30.664,22.423,11.397,79.268,10.258,41.43,34.92,12.093,89.233,93.733,3,0.319,55.5,51.949,54.23,44.659,35.061,Poor_Transmission
VEH_02236,RSU_0106,SEG_0150,Morning_Peak,Industrial,Intersection,Rainy,High,32.83,-0.068,11.24,57.21,60.24,9,24.58,48.24,70.74,91.22,-89.8,-86.85,20.79,42.67,142.15,352.99,202.2,45.47,54.48,59.097,2176.067,6,0.576,5.36,0,25,1,0,0,Low,Standard,131.7,91.37,60.05,57.59,291.18,28.344,17.889,13.405,63.714,10.396,48.14,49.33,6.126,91.533,71.864,2,0.6688,62.12,47.721,20.064,67.149,18.294,Poor_Transmission
VEH_00380,RSU_0044,SEG_0016,Evening_Peak,Smart_City_Zone,Intersection,Clear,Very_High,39.34,0.767,23.26,39.52,83.0,8,25.45,45.49,87.91,65.45,-57.09,-58.59,30.02,53.8,162.31,321.84,110.76,46.69,58.5,67.958,2375.468,4,0.7708,32.86,0,23,1,1,1,High,Background,139.39,101.84,46.27,68.59,268.52,25.726,14.622,9.186,54.123,13.586,44.51,63.75,7.759,91.763,49.947,2,0.8882,65.87,48.798,80.292,78.243,12.777,Moderate_Transmission
VEH_00493,RSU_0074,SEG_0091,Midday,Highway,Multi_Lane_Road,Clear,Medium,87.31,1.952,7.4,48.89,49.11,8,16.0,45.22,35.78,96.44,-59.66,-59.56,33.93,43.62,31.27,404.04,149.27,48.22,92.88,42.09,3974.74,2,0.592,18.75,2,17,0,0,0,Low,High_Priority,164.72,44.08,23.5,41.65,270.85,21.457,15.205,6.099,48.707,10.238,39.63,56.3,0.1,98.342,92.299,2,0.6863,42.94,81.402,26.817,73.656,41.362,Highly_Efficient_Secure_Transmission
VEH_01181,RSU_0056,SEG_0120,Morning_Peak,Urban,Flyover,Foggy,Medium,33.74,2.84,13.82,40.78,57.15,13,30.91,62.07,46.6,124.07,-104.59,-88.45,18.88,8.75,112.53,390.7,169.5,46.6,77.58,52.398,3203.421,4,0.4736,30.96,1,11,0,1,0,Low,Standard,87.5,42.29,20.48,63.19,191.44,5.368,24.821,13.837,45.396,10.879,21.87,36.19,4.136,94.701,112.136,1,0.6352,55.88,65.905,26.057,63.078,33.272,Moderate_Transmission
VEH_02063,RSU_0171,SEG_0253,Midday,Industrial,Intersection,Cloudy,Very_High,21.11,1.464,3.67,38.07,73.19,9,30.58,81.57,82.54,75.53,-73.46,-57.43,31.54,19.52,129.97,233.83,175.58,36.58,46.78,66.863,1831.257,4,0.9054,29.49,0,26,0,1,0,Medium,High_Priority,163.21,84.02,31.17,87.01,312.61,30.298,28.416,12.112,64.158,10.677,44.94,50.35,3.837,94.943,62.979,2,0.9793,87.79,45.744,45.378,83.906,15.952,Moderate_Transmission
VEH_00065,RSU_0127,SEG_0060,Midday,Highway,Curved_Road,Clear,Low,100.02,2.132,16.44,82.46,44.85,2,16.83,59.46,21.76,118.91,-59.19,-52.0,37.27,58.04,38.69,260.31,157.78,56.65,96.52,30.026,4210.362,4,0.5813,35.06,4,7,0,1,0,High,Standard,98.93,41.25,10.21,28.21,136.16,16.758,14.621,10.637,52.957,7.421,33.07,25.92,0.1,99.411,115.079,5,0.6008,42.87,87.811,60.439,69.912,48.681,Highly_Efficient_Secure_Transmission
VEH_01368,RSU_0217,SEG_0266,Midday,Suburban,Straight_Road,Rainy,High,42.37,2.646,25.46,41.24,61.14,12,23.08,91.92,69.29,92.51,-103.36,-88.14,16.91,17.34,52.2,316.12,190.52,43.12,82.22,43.392,3590.37,4,0.4495,19.49,1,15,0,1,0,High,Standard,134.24,96.91,34.61,60.66,238.81,27.244,22.463,8.297,63.296,10.963,48.96,47.92,3.975,94.986,72.427,2,0.5556,73.43,72.262,71.455,68.47,34.205,Moderate_Transmission
VEH_01153,RSU_0162,SEG_0409,Evening_Peak,Highway,Curved_Road,Clear,Low,121.58,1.609,11.79,65.74,54.33,5,22.16,44.08,46.21,91.03,-59.01,-66.79,42.46,34.98,53.33,160.45,127.07,46.76,75.64,33.583,3122.925,3,0.5229,21.49,3,9,1,0,0,Medium,Standard,115.82,32.83,6.33,26.31,181.18,23.486,10.621,9.834,60.01,8.194,44.53,13.68,5.584,92.612,75.139,5,0.5079,40.27,61.437,41.365,61.847,44.237,Moderate_Transmission
VEH_02028,RSU_0229,SEG_0031,Midday,Industrial,Curved_Road,Clear,Low,57.12,1.348,5.59,90.22,30.39,6,16.29,35.94,40.6,99.44,-59.97,-62.41,26.49,42.85,78.63,197.48,146.42,39.9,72.0,33.362,3102.967,3,0.6616,18.17,0,7,0,1,1,Low,Background,102.39,78.93,10.16,42.17,150.83,17.287,12.998,11.366,51.229,6.36,40.39,29.14,8.226,90.339,82.961,2,0.7496,39.4,75.697,38.154,70.128,38.172,Efficient_Transmission
VEH_01496,RSU_0030,SEG_0021,Early_Morning,Smart_City_Zone,Curved_Road,Clear,Medium,64.55,2.008,8.1,49.7,44.07,9,5.63,64.28,59.44,81.52,-50.53,-54.27,28.03,28.12,64.78,303.19,145.7,52.97,53.1,36.68,2152.098,2,0.6866,24.3,1,18,0,0,1,Low,Standard,131.6,48.72,36.43,46.79,175.08,33.87,18.276,10.225,74.153,4.796,31.92,15.1,2.434,97.188,67.321,3,0.7715,60.44,53.775,36.801,77.709,29.492,Moderate_Transmission
VEH_01163,RSU_0071,SEG_0593,Early_Morning,Smart_City_Zone,Intersection,Foggy,High,51.54,3.027,37.92,28.49,51.87,12,19.4,58.55,88.39,72.28,-110.0,-87.95,26.76,24.74,109.05,436.96,230.49,45.23,100.0,62.393,4193.474,4,0.4744,13.3,3,17,0,1,0,Low,High_Priority,177.32,67.14,14.7,52.22,242.08,31.912,31.193,9.399,80.063,8.966,48.57,59.24,5.218,94.432,55.812,0,0.6067,64.44,80.466,33.667,68.843,30.365,Moderate_Transmission
VEH_01523,RSU_0198,SEG_0289,Evening_Peak,Urban,Straight_Road,Windy,Low,66.31,1.505,15.52,72.55,29.88,8,23.52,29.71,58.02,119.66,-73.22,-88.76,16.3,36.7,98.92,303.45,174.37,30.69,65.27,47.023,2762.281,2,0.48,12.31,2,12,0,1,0,High,Standard,68.3,5.0,27.81,31.26,162.81,30.046,10.995,8.326,57.102,8.053,30.34,19.86,3.172,96.96,109.943,1,0.6036,48.4,53.619,70.732,67.583,34.187,Moderate_Transmission
VEH_00392,RSU_0118,SEG_0543,Night,Suburban,Tunnel,Cloudy,High,23.09,2.291,23.3,43.24,53.32,5,24.18,41.69,54.57,76.9,-67.15,-64.84,33.0,60.07,113.55,262.29,117.54,52.46,57.27,53.415,2385.433,4,0.8111,41.86,0,19,0,1,0,Critical,Standard,184.96,95.53,26.01,62.89,238.22,20.459,22.276,10.633,51.845,7.756,31.16,47.11,0.1,98.518,66.28,0,0.99,49.81,53.567,82.368,86.793,31.984,Efficient_Transmission
VEH_01699,RSU_0055,SEG_0498,Evening_Peak,Urban,Straight_Road,Clear,Low,70.04,0.888,4.62,64.51,54.34,3,9.87,48.83,21.12,122.93,-79.72,-72.06,32.23,63.25,40.39,232.81,176.18,32.67,66.94,29.039,2920.772,1,0.6913,20.92,2,8,1,0,0,Critical,Background,10.0,47.33,17.77,36.79,150.78,21.013,12.769,3.677,49.122,7.992,30.05,17.07,1.856,96.631,114.34,0,0.7475,38.13,66.479,82.0,73.548,44.008,Efficient_Transmission
VEH_00419,RSU_0067,SEG_0474,Morning_Peak,Urban,Intersection,Rainy,Medium,41.05,2.25,41.31,53.9,65.92,6,26.95,54.21,41.19,98.05,-95.63,-89.47,23.3,41.64,51.75,271.64,208.28,42.86,100.0,41.13,4241.877,4,0.5589,27.66,1,24,0,1,1,High,Standard,89.51,70.16,20.96,30.25,169.1,17.493,14.889,12.438,48.621,11.436,32.47,21.37,7.913,89.629,81.45,4,0.5952,44.81,82.761,72.908,62.071,46.018,Efficient_Transmission
VEH_02337,RSU_0141,SEG_0405,Night,Smart_City_Zone,Tunnel,Clear,Medium,59.93,1.649,34.76,34.66,43.81,8,15.86,57.51,52.37,76.72,-53.45,-52.98,31.77,29.6,65.84,243.33,181.07,31.44,44.77,47.209,1916.086,2,0.5538,11.64,1,13,0,0,0,Critical,High_Priority,91.18,58.73,16.88,50.75,159.34,24.993,16.394,4.265,45.411,8.899,11.19,23.9,0.86,98.476,71.041,0,0.7301,59.1,45.396,91.191,73.778,19.499,Poor_Transmission
VEH_00379,RSU_0003,SEG_0548,Evening_Peak,Suburban,Intersection,Clear,High,47.43,1.118,44.69,47.39,72.73,10,21.44,66.47,57.98,65.64,-62.64,-66.23,35.49,32.1,119.72,338.67,198.93,63.66,51.53,57.803,2036.212,1,0.5696,27.08,3,13,0,1,1,High,Standard,197.35,67.77,11.32,72.88,247.95,16.55,20.013,2.13,54.921,10.876,39.19,44.82,6.754,93.722,54.337,3,0.6068,64.73,42.63,78.082,61.733,18.661,Poor_Transmission
VEH_01797,RSU_0026,SEG_0132,Evening_Peak,Highway,Curved_Road,Clear,High,73.6,1.457,19.54,29.71,56.89,18,25.45,65.98,88.15,58.42,-59.71,-54.75,24.43,41.04,132.45,224.77,199.36,39.62,75.63,58.244,3185.927,4,0.4166,5.53,1,26,0,1,0,Critical,Standard,152.66,63.47,36.75,73.95,294.96,29.495,34.579,10.832,84.051,7.329,51.02,54.9,0.932,98.64,49.015,4,0.5026,68.49,58.228,86.599,64.82,29.707,Poor_Transmission
VEH_02279,RSU_0057,SEG_0324,Evening_Peak,Highway,Intersection,Clear,Low,121.85,1.799,36.3,68.75,38.08,5,12.4,15.74,31.31,149.44,-68.29,-60.19,31.66,30.68,73.45,207.97,115.23,60.1,44.42,26.181,1943.149,1,0.2766,6.25,6,12,0,1,0,High,Standard,63.49,57.94,19.78,42.1,153.11,22.311,13.518,3.253,56.935,8.41,38.93,35.06,2.333,96.009,135.626,5,0.1875,30.44,34.937,67.714,50.499,43.069,Poor_Transmission
VEH_02089,RSU_0126,SEG_0132,Morning_Peak,Industrial,Multi_Lane_Road,Foggy,Low,77.51,0.918,5.85,65.21,49.11,3,17.35,52.23,32.21,100.53,-90.19,-98.84,10.21,44.46,32.98,453.67,272.1,26.0,91.22,44.281,3966.362,4,0.4105,25.44,3,8,0,1,0,Medium,Emergency,52.61,29.56,11.01,44.83,77.9,20.953,10.314,13.525,53.423,8.949,43.31,36.53,7.51,91.863,87.766,1,0.5101,44.33,72.748,40.982,54.794,39.059,Moderate_Transmission
VEH_02183,RSU_0152,SEG_0521,Midday,Urban,Multi_Lane_Road,Rainy,Very_High,34.69,2.195,13.38,51.19,69.67,13,20.04,76.66,96.12,62.3,-87.87,-81.91,20.16,49.21,109.62,421.17,179.67,50.88,69.1,72.087,2696.236,3,0.5491,9.86,1,19,0,1,0,Medium,Standard,131.18,79.12,33.46,68.86,342.3,36.874,27.912,8.771,67.042,11.757,30.36,62.92,5.462,93.647,54.418,2,0.6426,82.09,53.375,51.845,63.43,10.755,Poor_Transmission
VEH_00201,RSU_0053,SEG_0030,Morning_Peak,Urban,Intersection,Windy,Medium,36.48,3.831,26.05,51.36,35.0,9,23.03,51.45,51.78,92.83,-85.14,-71.6,23.56,45.53,54.86,390.28,157.64,35.15,100.0,46.378,4292.491,2,0.6231,16.89,1,13,0,0,0,Medium,Standard,93.53,79.29,28.25,43.15,185.64,16.445,14.858,8.871,43.631,10.159,29.88,33.81,0.928,97.492,82.824,2,0.7423,44.02,86.3,51.199,73.689,40.989,Highly_Efficient_Secure_Transmission
VEH_01864,RSU_0198,SEG_0301,Morning_Peak,Suburban,Tunnel,Clear,Medium,67.64,0.763,24.58,44.88,49.71,5,14.38,34.42,42.95,62.86,-55.67,-47.31,31.01,20.13,108.22,207.14,115.04,39.1,86.5,41.477,3745.881,5,0.636,36.51,0,14,0,1,0,High,Standard,146.34,59.05,20.23,49.07,216.03,23.194,19.498,10.926,52.907,10.548,31.15,28.76,0.117,98.166,55.162,2,0.7955,47.46,79.575,58.036,79.307,40.616,Highly_Efficient_Secure_Transmission
